BOROUGH,NEIGHBORHOOD,SALE PRICE
3,BATH BEACH,0
3,BATH BEACH,"1,550,000"
3,BATH BEACH,"520,000"
3,BATH BEACH,"150,000"
3,BATH BEACH,"180,000"
3,BATH BEACH,"3,300,000"
3,BATH BEACH,"1,230,000"
3,BATH BEACH,"2,000,000"
3,BATH BEACH,"825,000"
3,BATH BEACH,"980,000"
3,BATH BEACH,"1,365,000"
3,BATH BEACH,0
3,BATH BEACH,"835,000"
3,BATH BEACH,0
3,BATH BEACH,0
3,BATH BEACH,0
3,BATH BEACH,"4,900,000"
3,BATH BEACH,"59,000"
3,BATH BEACH,0
3,BATH BEACH,"600,000"
3,BATH BEACH,"974,256"
3,BATH BEACH,"881,063"
3,BATH BEACH,"741,286"
3,BATH BEACH,"768,779"
3,BATH BEACH,"715,610"
3,BATH BEACH,"761,438"
3,BATH BEACH,"784,053"
3,BATH BEACH,"746,094"
3,BATH BEACH,"728,049"
3,BATH BEACH,"722,958"
3,BATH BEACH,"888,932"
3,BATH BEACH,"875,695"
3,BATH BEACH,"717,866"
3,BATH BEACH,"734,027"
3,BATH BEACH,0
3,BATH BEACH,0
3,BAY RIDGE,0
3,BAY RIDGE,"825,000"
3,BAY RIDGE,"350,000"
3,BAY RIDGE,0
3,BAY RIDGE,"670,000"
3,BAY RIDGE,"700,000"
3,BAY RIDGE,"953,000"
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,"975,000"
3,BAY RIDGE,"980,000"
3,BAY RIDGE,"970,000"
3,BAY RIDGE,"810,000"
3,BAY RIDGE,"890,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,125,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,185,000"
3,BAY RIDGE,10
3,BAY RIDGE,"975,000"
3,BAY RIDGE,"740,000"
3,BAY RIDGE,"825,000"
3,BAY RIDGE,"1,650,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,"1,190,000"
3,BAY RIDGE,"900,000"
3,BAY RIDGE,"940,000"
3,BAY RIDGE,"1,410,000"
3,BAY RIDGE,"1,150,000"
3,BAY RIDGE,"1,125,000"
3,BAY RIDGE,"975,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"950,000"
3,BAY RIDGE,0
3,BAY RIDGE,"955,000"
3,BAY RIDGE,"400,000"
3,BAY RIDGE,0
3,BAY RIDGE,"803,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"975,000"
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"2,000,000"
3,BAY RIDGE,"980,000"
3,BAY RIDGE,"1,495,000"
3,BAY RIDGE,"602,500"
3,BAY RIDGE,"660,000"
3,BAY RIDGE,"1,090,000"
3,BAY RIDGE,0
3,BAY RIDGE,"990,000"
3,BAY RIDGE,"1,125,000"
3,BAY RIDGE,"995,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,215,000"
3,BAY RIDGE,"1,135,000"
3,BAY RIDGE,"1,885,000"
3,BAY RIDGE,"1,225,000"
3,BAY RIDGE,"133,906"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,360,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,150,000"
3,BAY RIDGE,"1,155,000"
3,BAY RIDGE,"1,300,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,700,000"
3,BAY RIDGE,"1,125,000"
3,BAY RIDGE,"1,443,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,125,000"
3,BAY RIDGE,0
3,BAY RIDGE,"960,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,"995,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,0
3,BAY RIDGE,"995,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,800,000"
3,BAY RIDGE,0
3,BAY RIDGE,"960,000"
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,"999,999"
3,BAY RIDGE,"1,400,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"3,250,000"
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"2,750,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"50,000"
3,BAY RIDGE,"2,097,000"
3,BAY RIDGE,0
3,BAY RIDGE,"394,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,398,000"
3,BAY RIDGE,"3,150,000"
3,BAY RIDGE,"1,835,000"
3,BAY RIDGE,"1,294,632"
3,BAY RIDGE,0
3,BAY RIDGE,"2,400,000"
3,BAY RIDGE,0
3,BAY RIDGE,"2,350,000"
3,BAY RIDGE,"1,315,000"
3,BAY RIDGE,"1,550,000"
3,BAY RIDGE,"1,400,000"
3,BAY RIDGE,"950,000"
3,BAY RIDGE,"975,000"
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,"990,000"
3,BAY RIDGE,"999,000"
3,BAY RIDGE,"1,600,000"
3,BAY RIDGE,"1,550,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,470,000"
3,BAY RIDGE,"1,555,000"
3,BAY RIDGE,"925,000"
3,BAY RIDGE,"890,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,300,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"915,000"
3,BAY RIDGE,0
3,BAY RIDGE,"999,000"
3,BAY RIDGE,"740,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,330,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,199,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,150,000"
3,BAY RIDGE,0
3,BAY RIDGE,"730,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"740,000"
3,BAY RIDGE,"1,150,000"
3,BAY RIDGE,0
3,BAY RIDGE,"780,000"
3,BAY RIDGE,0
3,BAY RIDGE,"965,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,"997,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"550,000"
3,BAY RIDGE,"1,250,000"
3,BAY RIDGE,0
3,BAY RIDGE,"950,000"
3,BAY RIDGE,"1,330,000"
3,BAY RIDGE,"1,100,000"
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,275,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,500,000"
3,BAY RIDGE,"1,020,000"
3,BAY RIDGE,0
3,BAY RIDGE,10
3,BAY RIDGE,"950,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"998,000"
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,"1,050,000"
3,BAY RIDGE,"1,095,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,425,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,230,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,400,000"
3,BAY RIDGE,"1,750,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"999,000"
3,BAY RIDGE,"1,199,000"
3,BAY RIDGE,"1,220,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,000,000"
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"350,000"
3,BAY RIDGE,"1,500,000"
3,BAY RIDGE,"1,399,800"
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,330,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,150,000"
3,BAY RIDGE,"1,080,000"
3,BAY RIDGE,0
3,BAY RIDGE,"367,000"
3,BAY RIDGE,"1,325,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,149,000"
3,BAY RIDGE,"1,350,000"
3,BAY RIDGE,10
3,BAY RIDGE,"1,210,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,375,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,115,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,300,000"
3,BAY RIDGE,"1,300,000"
3,BAY RIDGE,"600,000"
3,BAY RIDGE,0
3,BAY RIDGE,0
3,BAY RIDGE,"1,475,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,200,000"
3,BAY RIDGE,"1,178,000"
3,BAY RIDGE,"968,000"
3,BAY RIDGE,"1,300,000"
3,BAY RIDGE,"1,201,700"
3,BAY RIDGE,"2,165,000"
3,BAY RIDGE,0
3,BAY RIDGE,"1,375,000"
3,BAY RIDGE,"1,140,000"
3,BAY RIDGE,"1,392,500"
3,BAY RIDGE,"950,000"
3,BAY RIDGE,"1,590,000"
