BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,CLOVE LAKES,02 TWO FAMILY DWELLINGS,1,326,63,,B2,40 RICE AVENUE,,10314,2,0,2,"5,350","2,240",1960,1,B2,0,7/28/2021
5,CLOVE LAKES,02 TWO FAMILY DWELLINGS,1,328,39,,B9,1182 CLOVE ROAD,,10301,2,0,2,"2,390","1,536",2004,1,B9,"648,000",3/31/2021
5,CLOVE LAKES,02 TWO FAMILY DWELLINGS,1,329,1,,B1,63 SANFORD PLACE,,10314,2,0,2,"5,610","1,901",1940,1,B1,"820,000",6/7/2021
5,CLOVE LAKES,04 TAX CLASS 1 CONDOS,1A,327,1001,,R3,"966 CLOVE ROAD, A1/A2",A1/A2,10301,1,,1,,,1974,1,R3,"599,900",9/24/2021
5,CLOVE LAKES,04 TAX CLASS 1 CONDOS,1A,327,1017,,R3,"966 CLOVE ROAD, J1/J2",J1/J2,10301,1,,1,,,1974,1,R3,"45,000",9/30/2021
5,CLOVE LAKES,05 TAX CLASS 1 VACANT LAND,1B,303,28,,V0,N/A COUGHLAN AVENUE,,10310,0,0,0,"5,000",0,,1,V0,"1,030,000",7/9/2021
5,CLOVE LAKES,06 TAX CLASS 1 - OTHER,1,311,25,,G0,N/A FORD PLACE,,10310,0,0,0,400,0,1979,1,G0,"690,000",5/21/2021
5,CLOVE LAKES,07 RENTALS - WALKUP APARTMENTS,2B,246,1,,C1,103 WALDRON AVENUE,,10301,8,0,8,"6,000","7,296",1932,2,C1,0,11/9/2020
5,CLOVE LAKES,07 RENTALS - WALKUP APARTMENTS,2A,284,48,,C2,614 DAVIS AVENUE,,10310,6,0,6,"5,310","4,400",1933,2,C2,"600,000",12/11/2020
5,CLOVE LAKES,07 RENTALS - WALKUP APARTMENTS,2A,310,123,,C3,55 PURCELL STREET,,10310,4,0,4,"5,400","3,520",1931,2,C3,0,2/12/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 2A",,10301,,,,,,1966,2,D4,"270,000",6/17/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 2P",,10301,,,,,,1966,2,D4,"160,000",11/12/2020
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 3B",,10301,,,,,,1966,2,D4,"160,000",5/19/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 3G",,10301,,,,,,1966,2,D4,"121,500",9/13/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 4M",,10301,,,,,,1966,2,D4,"150,000",12/30/2020
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 5B",,10301,,,,,,1966,2,D4,"170,000",8/26/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 7R",,10301,,,,,,1966,2,D4,"324,000",5/25/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, 8M",,10301,,,,,,1966,2,D4,"160,000",8/25/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, L1A",,10301,,,,,,1966,2,D4,"277,000",8/25/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, LLO",,10301,,,,,,1966,2,D4,"340,000",8/27/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,15,,D4,"1000 CLOVE ROAD, LP",,10301,,,,,,1966,2,D4,"197,000",11/23/2020
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 3J",,10301,,,,,,1967,2,D4,"112,500",7/22/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 6F",,10301,,,,,,1967,2,D4,"129,000",7/29/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 7B",,10301,,,,,,1967,2,D4,0,9/30/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 7J",,10301,,,,,,1967,2,D4,"126,000",1/7/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 7K",,10301,,,,,,1967,2,D4,"215,000",2/18/2021
5,CLOVE LAKES,10 COOPS - ELEVATOR APARTMENTS,2,327,60,,D4,"1100 CLOVE ROAD, 9F",,10301,,,,,,1967,2,D4,"115,000",1/11/2021
5,CLOVE LAKES,21 OFFICE BUILDINGS,4,300,93,,O8,710 FOREST AVENUE,,10310,2,2,4,"4,922","2,120",1960,4,O8,"750,000",1/25/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,560,145,,A5,315 GORDON STREET,,10304,1,0,1,"2,300","1,060",2004,1,A5,"395,000",11/4/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,564,22,,A2,46 LAUREL AVENUE,,10304,1,0,1,"6,100",788,1899,1,A2,"160,000",11/25/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,564,22,,A2,46 LAUREL AVENUE,,10304,1,0,1,"6,100",788,1899,1,A2,"339,000",3/15/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,564,30,,A1,58 LAUREL AVENUE,,10304,1,0,1,"3,050","1,116",1901,1,A1,"315,000",6/4/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,568,20,,A1,805 VAN DUZER STREET,,10304,1,0,1,"2,531","1,184",1899,1,A1,"200,000",7/2/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,568,27,,A9,18 LAUREL AVENUE,,10304,1,0,1,"3,050",750,1910,1,A9,"305,000",11/13/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,625,29,,A2,97 CEDAR TERRACE,,10304,1,0,1,"6,500","1,000",1955,1,A2,0,6/17/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,633,88,,A1,138 OSGOOD AVENUE,,10304,1,0,1,"4,480","1,344",1899,1,A1,0,6/29/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,634,28,,A1,44 PRINCE STREET,,10304,1,0,1,"6,464","1,176",1930,1,A1,0,11/11/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,636,4,,A1,841 VAN DUZER STREET,,10304,1,0,1,"2,300","1,392",1920,1,A1,"585,000",8/19/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,637,45,,A1,26 PRINCE STREET,,10304,1,0,1,"4,375","1,120",1920,1,A1,"360,000",4/23/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,640,19,,A1,90 IRVING PLACE,,10304,1,0,1,"2,628","1,092",1930,1,A1,0,11/30/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,640,19,,A1,90 IRVING PLACE,,10304,1,0,1,"2,628","1,092",1930,1,A1,"217,000",5/19/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,641,30,,A1,62 IRVING PLACE,,10304,1,0,1,"3,000","1,260",1930,1,A1,"470,000",3/8/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,645,16,,A1,27 METCALFE STREET,,10304,1,0,1,"3,030","1,904",1910,1,A1,"17,500",8/25/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,645,30,,A5,919 VAN DUZER STREET,,10304,1,0,1,"2,275","2,500",1996,1,A5,"526,000",1/27/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,645,53,,A1,42 ROFF STREET,,10304,1,0,1,"2,525","1,120",1910,1,A1,"160,000",1/7/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,645,53,,A1,42 ROFF STREET,,10304,1,0,1,"2,525","1,120",1910,1,A1,"280,000",3/24/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,647,50,,A1,22 METCALFE STREET,,10304,1,0,1,"2,500","1,040",1915,1,A1,"510,000",8/31/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,648,2,,A1,49 HAMILTON STREET,,10304,1,0,1,"2,500","1,799",2020,1,A1,"570,220",7/6/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,648,47,,A1,328 HILLSIDE AVE,,10304,1,0,1,"2,800","1,695",2019,1,A1,"763,688",1/15/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2879,29,,A1,500 VANDERBILT AVENUE,,10304,1,0,1,"3,000","1,380",1935,1,A1,0,1/5/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2879,31,,A1,498 VANDERBILT AVENUE,,10304,1,0,1,"3,000","1,120",1935,1,A1,0,1/27/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2879,59,,A5,540 TARGEE,,10304,1,0,1,"1,360","1,066",2004,1,A5,0,5/17/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2879,161,,A1,26 ELLINGTON STREET,,10304,1,0,1,"3,000",896,1925,1,A1,"465,000",5/28/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2879,177,,A1,17 ELLINGTON STREET,,10304,1,0,1,"3,000","1,088",1925,1,A1,"495,000",12/18/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2882,5,,A9,54 RHINE AVENUE,,10304,1,0,1,"2,500",580,1940,1,A9,"360,000",4/22/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2882,41,,S1,588 RICHMOND ROAD,,10304,1,1,2,"3,275","1,428",1953,1,S1,0,1/1/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2882,75,,A5,28 DEIRDRE COURT,,10304,1,0,1,"1,170","1,200",2003,1,A5,"460,000",4/8/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2882,95,,A5,31 DEIRDRE COURT,,10304,1,0,1,"1,350","1,200",2003,1,A5,0,11/2/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2884,29,,A1,634 RICHMOND ROAD,,10304,1,0,1,"2,425","1,366",1910,1,A1,"500,000",4/1/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2885,19,,A5,43 PIERCE STREET,,10304,1,0,1,"1,859",900,2003,1,A5,"430,000",5/10/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2886,15,,A5,95 STEUBEN STREET,,10304,1,0,1,"1,200",960,2004,1,A5,"270,000",12/7/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2886,28,,A5,647 TARGEE STREET,,10304,1,0,1,"1,400","1,512",2003,1,A5,"510,000",5/26/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2887,14,,A2,344 BRITTON AVENUE,,10304,1,0,1,"5,000","2,016",1960,1,A2,"50,000",3/3/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2888,5,,A1,326 HANOVER AVENUE,,10304,1,0,1,"2,500",921,1920,1,A1,0,12/30/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2888,31,,A5,321 BRITTON AVENUE,,10304,1,0,1,"2,500","1,440",1965,1,A5,"125,000",4/6/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2890,5,,A1,368 BRITTON AVENUE,,10304,1,0,1,"2,504","1,600",2011,1,A1,"675,000",7/21/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2891,19,,A1,393 BRITTON AVENUE,,10304,1,0,1,"2,500",928,1935,1,A1,0,9/10/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,6,,A5,173 PIERCE STREET,,10304,1,0,1,888,"1,248",1986,1,A5,"430,000",8/5/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,8,,A5,171A PIERCE STREET,,10304,1,0,1,592,832,1986,1,A5,"313,000",6/23/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,11,,A5,411 NECKAR AVENUE,,10304,1,0,1,"1,184","1,248",1986,1,A5,0,4/24/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,29,,A5,406A WESER AVENUE,,10304,1,0,1,592,832,1986,1,A5,0,11/28/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,57,,A5,172 PIERCE STREET,,10304,1,0,1,592,832,1987,1,A5,"283,000",3/30/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,64,,A5,188 A PIERCE,,10304,1,0,1,"1,184","1,248",1987,1,A5,"410,000",11/9/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,79,,A5,421 WESER AVENUE,,10304,1,0,1,814,"1,248",1987,1,A5,"341,500",1/27/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,126,,A5,691 ELBE AVENUE,,10304,1,0,1,608,"1,248",1987,1,A5,"270,000",1/12/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,134,,A5,693A ELBE AVENUE,,10304,1,0,1,480,"1,248",1987,1,A5,"305,000",5/11/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,143,,A5,362A MOSEL AVENUE,,10304,1,0,1,816,"1,248",1987,1,A5,"390,000",9/22/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,155,,A5,227A PIERCE STREET,,10304,1,0,1,888,"1,248",1987,1,A5,"320,000",1/15/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2897,202,,A5,401 WESER AVENUE,,10304,1,0,1,544,"1,248",1987,1,A5,"255,000",4/14/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,38,,A5,317 MOSEL AVENUE,,10304,1,0,1,"1,600","1,000",1994,1,A5,"490,500",2/25/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,53,,A5,289 MOSEL AVENUE,,10304,1,0,1,618,700,1994,1,A5,0,8/18/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,58,,A5,281 MOSEL AVENUE,,10304,1,0,1,"1,632","1,000",1994,1,A5,"500,000",8/24/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,78,,A5,235 MOSEL AVENUE,,10304,1,0,1,"1,053",880,1995,1,A5,0,9/21/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,84,,A5,229 MOSEL AVENUE,,10304,1,0,1,"1,900",700,1995,1,A5,"330,000",11/23/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,127,,A5,141 MOSEL AVENUE,,10304,1,0,1,"1,270","1,150",2004,1,A5,"450,000",9/8/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,157,,A5,85 MOSEL AVENUE,,10304,1,0,1,"2,190","1,150",2004,1,A5,"450,000",6/11/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,193,,A5,27 GEO COURT,,10304,1,0,1,"1,400","1,150",2004,1,A5,0,3/17/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2899,195,,A5,35 GEO COURT,,10304,1,0,1,555,"1,150",2004,1,A5,"450,000",12/31/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2906,9,,A0,314 ODER AVENUE,,10304,1,0,1,"5,000","1,046",1945,1,A0,0,7/14/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2908,35,,A1,411 BRITTON AVENUE,,10304,1,0,1,"5,000","1,008",1910,1,A1,"310,000",12/23/2020
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2998,23,,A5,453 VIRGINIA AVENUE,,10305,1,0,1,"1,584","1,280",1999,1,A5,"580,000",8/26/2021
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2998,37,,A5,319 NARROWS ROAD NORTH,,10305,1,0,1,"1,568","1,176",1998,1,A5,"514,000",1/14/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,560,27,,B2,103 OSGOOD AVENUE,,10304,2,0,2,"3,000","1,700",1940,1,B2,0,6/29/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,560,36,,B2,85 OSGOOD AVENUE,,10304,2,0,2,"3,000","1,168",1940,1,B2,"425,000",4/5/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,564,29,,B2,56 LAUREL AVENUE,,10304,2,0,2,"3,050","1,980",1901,1,B2,0,1/26/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,568,22,,B2,801 VAN DUZER STREET,,10304,2,0,2,"2,500","2,084",1899,1,B2,"350,000",5/14/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,624,44,,B9,51 CEDAR TERRACE,,10304,2,0,2,"4,218","1,728",1975,1,B9,0,5/28/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,624,45,,B9,53 CEDAR TERRACE,,10304,2,0,2,"2,506","1,728",1975,1,B9,0,3/1/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,640,18,,B2,88 IRVING PLACE,,10304,2,0,2,"2,500","1,596",1930,1,B2,0,2/18/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,644,31,,B2,405 VANDERBILT AVENUE,,10304,2,0,2,"2,555","1,800",2002,1,B2,"570,000",2/26/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,645,45,,B3,28 ROFF STREET,,10304,2,0,2,"1,914","1,200",1905,1,B3,"250,000",4/30/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,648,5,,B3,43 HAMILTON STREET,,10304,2,0,2,"2,500","1,536",1905,1,B3,"335,000",6/16/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,648,6,,B3,37 HAMILTON STREET,,10304,2,0,2,"5,000","1,551",1899,1,B3,"485,000",5/20/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,648,51,,B2,332 HILLSIDE AVENUE,,10304,2,0,2,"3,900","2,849",1910,1,B2,"352,000",12/9/2020
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2882,8,,B2,58 RHINE AVENUE,,10304,2,0,2,"2,906","1,764",2006,1,B2,"725,000",10/4/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2883,51,,B1,4 MARY STREET,,10304,2,0,2,"2,300","2,976",1960,1,B1,"600,000",8/25/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2888,21,,B2,339 BRITTON AVENUE,,10304,2,0,2,"3,000","1,376",2004,1,B2,"780,000",9/23/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2895,28,,B3,377 HANOVER AVENUE,,10304,2,0,2,"4,200","2,474",1960,1,B3,0,7/28/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2899,27,,B2,343 MOSEL AVENUE,,10304,2,0,2,"2,700","1,820",1905,1,B2,"485,000",12/15/2020
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2899,30,,B2,335 MOSEL AVENUE,,10304,2,0,2,"3,825","1,456",1905,1,B2,0,8/16/2021
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2902,32,,B3,"664 RICHMOND ROAD, 4",,10304,2,0,2,"3,721","3,132",1932,1,B3,"640,000",11/11/2020
5,CONCORD,03 THREE FAMILY DWELLINGS,1,560,55,,C0,82 LAUREL AVENUE,,10304,3,0,3,"6,100","1,987",1940,1,C0,"785,000",7/2/2021
5,CONCORD,03 THREE FAMILY DWELLINGS,1,639,15,,C0,867 VAN DUZER STREET,,10304,3,0,3,"2,250","2,080",1915,1,C0,"450,000",7/22/2021
5,CONCORD,05 TAX CLASS 1 VACANT LAND,1B,647,73,,V0,N/A TARGEE STREET,,10304,0,0,0,"3,895",0,,1,V0,"175,000",8/19/2021
5,CONCORD,29 COMMERCIAL GARAGES,4,650,30,,G3,535 VANDERBILT AVENUE,,10304,0,1,1,"7,742","1,218",1931,4,G3,"1,460,162",5/26/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2877,10,,A1,19 BOWEN STREET,,10304,1,0,1,"2,400","1,292",1940,1,A1,"385,000",4/15/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2877,140,,A1,13 NUNLEY COURT,,10304,1,0,1,"3,150","1,288",1930,1,A1,"478,000",8/17/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2922,61,,A5,218 OSGOOD AVENUE,,10304,1,0,1,"2,168","1,288",2005,1,A5,"325,000",2/4/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2922,61,,A5,218 OSGOOD AVENUE,,10304,1,0,1,"2,168","1,288",2005,1,A5,"590,000",9/23/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,49,,A5,114 LONG POND LANE,,10304,1,0,1,"1,176","1,404",1992,1,A5,"405,000",11/30/2020
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,56,,A5,100 LONG POND LANE,,10304,1,0,1,"1,053",936,1992,1,A5,0,6/5/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,76,,A5,60 LONG POND LANE,,10304,1,0,1,"1,175",936,1992,1,A5,"430,000",5/20/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,99,,A5,14 LONG POND LANE,,10304,1,0,1,"1,660",936,1992,1,A5,"400,000",1/12/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,115,,A5,95 SKYLINE DRIVE,,10304,1,0,1,"1,044","1,204",1992,1,A5,"440,000",4/7/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,126,,A5,63 SKYLINE DRIVE,,10304,1,0,1,"1,023","1,204",1992,1,A5,0,1/14/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,146,,A5,25 LONG POND LANE,,10304,1,0,1,630,"1,404",1992,1,A5,"400,000",7/16/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,169,,A5,18 SKYLINE DRIVE,,10304,1,0,1,702,"1,872",1992,1,A5,"410,000",2/18/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,175,,A5,24 SKYLINE DRIVE,,10304,1,0,1,702,"1,872",1992,1,A5,0,9/13/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,189,,A5,43 STAGE LANE,,10304,1,0,1,819,936,1992,1,A5,"380,000",12/22/2020
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,199,,A5,33 STAGE LANE,,10304,1,0,1,585,"1,407",1992,1,A5,"400,000",4/13/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,201,,A5,31 STAGE LANE,,10304,1,0,1,596,"1,407",1992,1,A5,0,3/12/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,206,,A5,56 SKYLINE DR,,10304,1,0,1,702,938,1992,1,A5,0,2/6/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,237,,A5,165 SKYLINE DRIVE,,10304,1,0,1,"1,059","1,198",1993,1,A5,"442,000",3/31/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,256,,A5,19 SKY LANE,,10304,1,0,1,798,"1,116",1993,1,A5,"430,000",6/10/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,263,,A5,154 SKYLINE DR.,,10304,1,0,1,684,948,1993,1,A5,"245,683",3/11/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,263,,A5,154 SKYLINE DRIVE,,10304,1,0,1,684,948,1993,1,A5,"310,000",8/9/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,267,,A5,150 SKYLINE DRIVE,,10304,1,0,1,"1,520","1,116",1993,1,A5,"450,000",1/26/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,328,,A5,93 LONG POND LANE,,10304,1,0,1,"1,087","1,506",1994,1,A5,"500,000",8/30/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,344,,A5,109 LONG POND LANE,,10304,1,0,1,"1,212","1,737",1994,1,A5,0,5/19/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,359,,A5,41 SCENIC LANE,,10304,1,0,1,992,600,1995,1,A5,0,6/9/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,410,,A5,394 SKYLINE DRIVE,,10304,1,0,1,"1,113",970,1995,1,A5,"505,000",1/15/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,558,,A5,43 STUDIO LANE,,10304,1,0,1,"1,120",910,2002,1,A5,"450,000",6/10/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2925,659,,A5,193 SKYLINE DRIVE,,10304,1,0,1,"1,090",900,2002,1,A5,"445,000",8/11/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2930,20,,A5,188 MOSEL AVENUE,,10304,1,0,1,"2,250","1,460",2001,1,A5,0,9/13/2021
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,1,2930,26,,A5,164 MOSEL AVENUE,,10304,1,0,1,"2,250","1,460",2001,1,A5,0,3/17/2021
5,CONCORD-FOX HILLS,02 TWO FAMILY DWELLINGS,1,2876,1,,B3,191 ROFF STREET,,10304,2,0,2,"5,000","1,624",1940,1,B3,0,8/3/2021
5,CONCORD-FOX HILLS,09 COOPS - WALKUP APARTMENTS,2C,2925,486,,C6,"302 SKYLINE DRIVE, H",,10304,,,,,,2000,2,C6,"130,000",12/9/2020
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3185,65,,A1,30 TACOMA STREET,,10304,1,0,1,"7,000","1,600",1960,1,A1,0,5/27/2021
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3188,10,,A2,33 SCRANTON STREET,,10304,1,0,1,"4,000",816,1965,1,A2,"710,000",2/26/2021
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3189,16,,A1,51 TACOMA STREET,,10304,1,0,1,"4,000","1,360",1910,1,A1,"590,000",11/8/2020
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3189,41,,A2,1082 WEST FINGERBOARD RD,,10304,1,0,1,"3,760","2,220",1965,1,A2,"358,500",5/10/2021
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3191,12,,A2,1202 RICHMOND ROAD,,10304,1,0,1,"5,518","1,118",1959,1,A2,"629,900",11/19/2020
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3191,108,,A1,24 WILSON STREET,,10304,1,0,1,"5,002","1,558",1960,1,A1,1,6/8/2021
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS,1,3191,140,,A1,23 WILSON STREET,,10304,1,0,1,"4,000","2,372",1955,1,A1,0,8/4/2021
