BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5391,10,,A5,4724 AMBOY ROAD,,10312,1,0,1,"2,997",910,2002,1,A5,0,8/31/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5396,41,,A1,21 TALLMAN STREET,,10312,1,0,1,"9,968","3,940",1990,1,A1,0,3/19/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5397,30,,A1,5 EYLANDT STREET,,10312,1,0,1,"10,120","3,000",1984,1,A1,0,3/4/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5398,35,,A2,195 HAROLD AVENUE,,10312,1,0,1,"10,296","3,770",1984,1,A2,"1,170,000",7/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5407,6,,A1,118 ELMBANK STREET,,10312,1,0,1,"6,200","2,580",1975,1,A1,0,2/17/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5425,51,,A1,469 HAROLD AVENUE,,10312,1,0,1,"3,249","1,440",1997,1,A1,"820,000",7/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5426,21,,A1,1760 ARDEN AVENUE,,10312,1,0,1,"4,600","3,027",2008,1,A1,"1,085,000",1/21/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,14,,A5,97 EAGAN AVENUE,,10312,1,0,1,"1,845","1,854",1986,1,A5,"547,500",4/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,43,,A5,64 SEGUINE PLACE,,10312,1,0,1,"1,471","1,187",1986,1,A5,"415,000",7/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,46,,A5,58 SEGUINE PLACE,,10312,1,0,1,"2,243","1,373",1986,1,A5,"455,000",1/21/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,115,,A5,44 MAY PLACE,,10312,1,0,1,"2,475","2,495",1986,1,A5,0,12/11/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,119,,A5,34 MAY PLACE,,10312,1,0,1,"2,475","2,495",1986,1,A5,"670,000",4/26/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,145,,A5,60 SEGUINE PLACE,,10312,1,0,1,"1,471","1,172",1986,1,A5,0,12/30/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6205,145,,A5,60 SEGUINE PLACE,,10312,1,0,1,"1,471","1,172",1986,1,A5,"429,000",11/19/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,41,,A5,90 SEGUINE PLACE,,10312,1,0,1,"1,508","1,068",1986,1,A5,0,9/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,46,,A5,44 LUCY LOOP,,10312,1,0,1,"2,700","1,500",2000,1,A5,"410,670",11/10/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,46,,A5,44 LUCY LOOP,,10312,1,0,1,"2,700","1,500",2000,1,A5,"640,000",10/4/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,50,,A5,36 LUCY LOOP,,10312,1,0,1,"2,870","1,500",2000,1,A5,"45,000",1/29/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,59,,A5,91 LORRAINE AVENUE,,10312,1,0,1,"1,650","1,548",2005,1,A5,"530,000",12/30/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,164,,A6,89 JEANETTE AVENUE,,10312,1,0,1,"4,000",816,1960,1,A6,"265,000",7/22/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6214,34,,A5,52 EAGAN AVENUE,,10312,1,0,1,"2,400","1,368",2000,1,A5,"650,000",7/29/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6214,57,,A1,96 EAGAN AVE,,10312,1,0,1,"10,000","2,755",1955,1,A1,"940,000",1/15/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,33,,A5,10 EAGAN AVENUE,,10312,1,0,1,"2,333","1,145",1994,1,A5,"477,000",1/11/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,40,,A5,30 EAGAN AVENUE,,10312,1,0,1,"1,333","1,515",1992,1,A5,"495,000",4/12/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6216,140,,A5,32 EAGAN AVENUE,,10312,1,0,1,"1,333","1,515",1992,1,A5,"479,000",5/19/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6217,8,,A1,121 BARCLAY AVENUE,,10312,1,0,1,"3,700","1,163",1925,1,A1,"650,000",12/17/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6217,13,,A1,109 BARCLAY AVENUE,,10312,1,0,1,"5,000","1,617",1965,1,A1,0,9/10/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,19,,A5,59 ENDVIEW STREET,,10312,1,0,1,"1,759","1,700",2004,1,A5,"605,000",8/27/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6219,23,,A5,51 ENDVIEW STREET,,10312,1,0,1,"1,567","1,700",2004,1,A5,"603,000",8/13/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,20,,A5,31 BARB STREET,,10312,1,0,1,"1,585","1,339",2004,1,A5,"570,988",8/24/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,35,,A5,28 LORRAINE AVENUE,,10312,1,0,1,"2,415","1,344",2002,1,A5,"588,000",7/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,65,,A5,46 ENDVIEW STREET,,10312,1,0,1,"2,678","1,344",2003,1,A5,"575,000",11/6/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6220,70,,A5,56 ENDVIEW STREET,,10312,1,0,1,"1,648","1,344",2003,1,A5,"518,000",12/7/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,13,,A1,1004 ARDEN AVENUE,,10312,1,0,1,"3,675",770,1925,1,A1,0,9/13/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6221,47,,A5,43 JEANNETTE AVENUE,,10312,1,0,1,"2,400","1,580",2004,1,A5,"637,000",1/22/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6222,47,,A5,29 LORRAINE AVENUE,,10312,1,0,1,"2,400","1,500",2004,1,A5,"627,000",11/16/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,35,,A2,142 DETROIT AVENUE,,10312,1,0,1,"4,000","1,848",1965,1,A2,"575,000",1/8/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6227,71,,A1,944 CARLTON BOULEVARD,,10312,1,0,1,"4,125","1,408",1935,1,A1,"710,000",5/12/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6229,7,,A1,171 JEFFERSON BOULEVARD,,10312,1,0,1,"7,920","2,472",1955,1,A1,"740,000",4/26/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6232,47,,A2,626 ARDEN AVENUE,,10312,1,0,1,"6,000","1,120",1960,1,A2,"485,000",8/31/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6236,41,,A1,516 ARDEN AVENUE,,10312,1,0,1,"6,000","1,306",1935,1,A1,"650,000",1/25/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6238,33,,A2,222 CROWN AVENUE,,10312,1,0,1,"4,000","2,220",1975,1,A2,"695,000",4/29/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,4,,A1,465 JEFFERSON BOULEVARD,,10312,1,0,1,"6,000","3,454",1940,1,A1,"780,000",9/17/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6239,11,,S1,483 JEFFERSON BOULEVARD,,10312,1,1,2,"14,030","3,720",1984,1,S1,"850,000",4/30/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6240,126,,A3,8 ROGERS,,10312,1,0,1,"22,800","6,171",1989,1,A3,"1,000,000",8/24/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6242,1,,A1,6 MOSELY AVENUE,,10312,1,0,1,"9,632","1,688",1925,1,A1,"760,000",3/31/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6244,41,,A2,35 SHERIDAN PLACE,,10312,1,0,1,"6,000","1,211",1950,1,A2,"650,000",4/29/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,143,,A1,18 HILLIS STREET,,10312,1,0,1,"4,905","2,056",1960,1,A1,0,5/10/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,164,,A1,58 HILLIS STREET,,10312,1,0,1,"4,040","2,560",1970,1,A1,"750,000",9/20/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,175,,A2,65 PINE TERRACE,,10312,1,0,1,"4,500","1,144",1960,1,A2,0,7/6/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,217,,A1,50 PINE TERRACE,,10312,1,0,1,"4,700","2,336",1960,1,A1,"410,000",4/5/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,235,,A2,14 PINE TERRACE,,10312,1,0,1,"4,500","1,008",1960,1,A2,0,12/16/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6245,240,,A1,11 FURMAN STREET,,10312,1,0,1,"4,700","2,224",1970,1,A1,"680,315",2/10/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6247,60,,A1,6 POILLON AVENUE,,10312,1,0,1,"12,100","2,280",1978,1,A1,"1,400,000",12/7/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,26,,A1,1054 ANNADALE ROAD,,10312,1,0,1,"3,174","1,600",2011,1,A1,"730,000",3/19/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,217,,A1,994 ANNADALE ROAD,,10312,1,0,1,"3,680","1,608",2012,1,A1,"800,000",11/19/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,237,,A2,112 NORTH PINE TERRACE,,10312,1,0,1,"4,000","2,008",1965,1,A2,"650,000",9/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,239,,A2,116 NORTH PINE TERRACE,,10312,1,0,1,"4,000","2,008",1965,1,A2,0,12/10/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,255,,A2,148 NORTH PINE TERRACE,,10312,1,0,1,"4,000","1,656",1965,1,A2,"678,000",10/6/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,400,,A2,944 ANNADALE ROAD,,10312,1,0,1,"7,500","1,296",1945,1,A2,"624,000",11/23/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6249,628,,A3,N/A BENNETT AVENUE,,10312,1,0,1,"14,503","4,092",2019,1,A3,0,5/20/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6251,4,,A1,221 ALBEE AVENUE,,10312,1,0,1,"7,000","1,480",1945,1,A1,"750,000",12/21/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6253,1,,A2,37 BUFFINGTON AVENUE,,10312,1,0,1,"5,300","2,600",1983,1,A2,"780,000",12/21/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6266,1,,A1,328 SHELDON AVENUE,,10312,1,0,1,"5,700","1,496",1920,1,A1,1,2/27/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6267,15,,A1,301 SHELDON AVENUE,,10312,1,0,1,"4,000",625,1925,1,A1,"610,000",5/3/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6268,68,,A2,227 SINCLAIR AVENUE,,10312,1,0,1,"4,200","1,884",1965,1,A2,0,5/12/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6269,49,,A1,241 STAFFORD AVENUE,,10312,1,0,1,"7,000","1,832",1970,1,A1,"740,000",8/12/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6277,30,,A3,331 DETROIT AVENUE,,10312,1,0,1,"9,000","3,104",1975,1,A3,"1,265,000",7/29/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6277,61,,A2,350 EDGEGROVE AVENUE,,10312,1,0,1,"10,000","2,456",1930,1,A2,"840,000",2/26/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6277,68,,A1,338 EDGEGROVE AVENUE,,10312,1,0,1,"4,000","1,920",1960,1,A1,"1,065,000",8/26/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,58,,A2,346 IONIA AVENUE,,10312,1,0,1,"4,000","1,170",1960,1,A2,"640,000",12/4/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6278,86,,A5,290 IONIA AVENUE,,10312,1,0,1,"3,000","1,080",1986,1,A5,"490,280",8/25/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6279,154,,A1,188 NORTH RAILROAD STREET,,10312,1,0,1,"4,000","2,444",1975,1,A1,"646,000",2/10/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,40,,A2,387 EDGEGROVE AVENUE,,10312,1,0,1,"6,000","1,596",1975,1,A2,"155,315",4/22/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6281,55,,A1,415 EDGEGROVE AVENUE,,10312,1,0,1,"3,000","1,624",1930,1,A1,"865,000",8/20/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6298,25,,A2,70 RAMONA AVENUE,,10312,1,0,1,"4,000","1,932",1975,1,A2,0,2/11/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6303,59,,A1,453 SINCLAIR AVENUE,,10312,1,0,1,"4,400","1,568",1980,1,A1,0,11/4/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6320,67,,A2,70 BUFFINGTON AVENUE,,10312,1,0,1,"4,000","1,125",1965,1,A2,"615,000",11/30/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,1,,A2,25 ALVINE AVENUE,,10312,1,0,1,"5,400","1,020",1948,1,A2,"500,000",2/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6321,5,,A1,19 ALVINE AVENUE,,10312,1,0,1,"4,778","3,570",1935,1,A1,"920,000",11/18/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6352,31,,A1,123 PEARE PLACE,,10312,1,0,1,"6,500","2,530",1983,1,A1,"938,000",8/3/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6353,20,,A1,130 PEARE PLACE,,10312,1,0,1,"9,000","4,034",1984,1,A1,"1,440,000",5/7/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6354,46,,A3,120 BAYVIEW TERRACE,,10312,1,0,1,"4,519","3,550",1990,1,A3,"1,041,193",8/3/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6356,75,,A1,4715 HYLAN BOULEVARD,,10312,1,0,1,"3,911","2,600",1995,1,A1,0,2/22/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6360,70,,A5,4823 HYLAN BOULEVARD,,10312,1,0,1,"3,570","1,600",2000,1,A5,"735,000",9/24/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,11,,A1,235 KINGHORN STREET,,10312,1,0,1,"7,500","2,376",1983,1,A1,0,7/12/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,11,,A1,235 KINGHORN STREET,,10312,1,0,1,"7,500","2,376",1983,1,A1,"880,000",5/7/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,61,,A1,160 NOEL STREET,,10312,1,0,1,"7,070","3,120",1980,1,A1,"1,100,000",9/23/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,98,,A1,115 RAVENNA STREET,,10312,1,0,1,"12,064","5,200",1995,1,A1,"1,580,000",5/27/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6361,117,,A3,71 RAVENNA STREET,,10312,1,0,1,"5,335","3,993",1984,1,A3,"960,000",7/9/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6363,48,,A1,151 NOEL STREET,,10312,1,0,1,"8,000","2,280",1980,1,A1,"1,175,000",3/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,29,,A1,212 NOEL STREET,,10312,1,0,1,"6,000","2,600",1975,1,A1,"935,000",8/4/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,153,,A1,38 TYNDALE STREET,,10312,1,0,1,"10,590","3,240",1980,1,A1,"1,065,000",9/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6365,1,,A1,547 BARCLAY AVE,,10312,1,0,1,"8,000","2,467",1980,1,A1,"930,000",12/15/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6365,7,,A3,248 NOEL STREET,,10312,1,0,1,"7,600","3,610",1980,1,A3,0,12/9/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,3,,A1,283 HOLDRIDGE AVENUE,,10312,1,0,1,"4,120","2,275",1975,1,A1,"745,000",2/24/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6367,36,,A3,288 HAROLD AVENUE,,10312,1,0,1,"5,920","2,589",2019,1,A3,"1,456,098",3/19/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6368,1,,A1,91 WEAVER STREET,,10312,1,0,1,"4,240","3,168",1975,1,A1,0,4/20/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6369,13,,A3,300 KOCH BOULEVARD,,10312,1,0,1,"9,800","4,600",1998,1,A3,"1,550,000",7/9/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,1,,A2,497 BARCLAY AVENUE,,10312,1,0,1,"6,300","2,821",1980,1,A2,0,2/22/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6370,1,,A2,497 BARCLAY AVENUE,,10312,1,0,1,"6,300","2,821",1980,1,A2,0,8/13/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6371,41,,A1,250 HOLDRIDGE AVENUE,,10312,1,0,1,"6,180","2,032",1970,1,A1,0,4/27/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6372,38,,A1,222 HOLDRIDGE AVENUE,,10312,1,0,1,"9,984","3,087",1970,1,A1,0,7/7/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,40,,A5,10 WINSLOW PLACE,,10312,1,0,1,"3,442","2,058",2015,1,A5,"600,000",4/26/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6373,248,,A2,621 SYCAMORE STREET,,10312,1,0,1,"4,000",624,1940,1,A2,"360,000",2/3/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6377,61,,A1,131 SANDBORN STREET,,10312,1,0,1,"7,000","2,156",1980,1,A1,0,6/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,1,,A1,161 EYLANDT STREET,,10312,1,0,1,"6,100","2,370",1970,1,A1,0,12/8/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,6,,A1,158 TALLMAN STREET,,10312,1,0,1,"6,600","1,924",1975,1,A1,"900,000",6/15/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,14,,A1,142 TALLMAN STREET,,10312,1,0,1,"4,000","1,948",1975,1,A1,"717,000",4/29/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6378,67,,A3,141 EYLANDT STREET,,10312,1,0,1,"6,000","2,972",1988,1,A3,0,3/20/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6398,9,,A1,642 BARCLAY AVENUE,,10312,1,0,1,"4,000","2,314",2017,1,A1,0,4/9/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6401,14,,A1,47 ALLEN PLACE,,10312,1,0,1,"4,000","2,000",1995,1,A1,"810,000",8/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6402,57,,A2,50 ALLEN PLACE,,10312,1,0,1,"8,000","1,781",1940,1,A2,0,6/7/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6422,23,,A1,346 BARCLAY AVENUE,,10312,1,0,1,"6,000","2,441",1980,1,A1,"860,000",1/22/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6424,26,,A1,256 BARCLAY AVENUE,,10312,1,0,1,"6,000","2,436",1975,1,A1,"850,000",11/25/2020
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6441,121,,A1,30 DOLE STREET,,10312,1,0,1,"6,285","1,646",1944,1,A1,"650,000",6/23/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6452,13,,A6,20 ZEPHYR AVENUE,,10312,1,0,1,"3,795",480,1920,1,A6,"555,000",9/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6453,23,,A1,501 PHILIP AVENUE,,10312,1,0,1,"10,110","5,060",1997,1,A1,0,4/8/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6456,21,,A1,440 PHILIP AVENUE,,10312,1,0,1,"7,200","3,800",1996,1,A1,"1,147,000",4/21/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6462,1,,A3,311 BERTRAM AVENUE,,10312,1,0,1,"7,940","4,840",1980,1,A3,"1,325,000",8/25/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6469,108,,A1,100 POILLON AVE,,10312,1,0,1,"15,525","2,400",1988,1,A1,0,1/19/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,110,,A3,67 NICOLOSI LOOP,,10312,1,0,1,"15,431","6,788",2006,1,A3,"2,325,000",1/28/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,230,,A3,30 NICOLOSI DRIVE,,10312,1,0,1,"23,433","5,400",1990,1,A3,"2,900,000",2/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,523,,A5,349 ARBUTUS AVENUE,,10312,1,0,1,"1,547","1,426",2011,1,A5,"655,000",4/21/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,526,,A5,345 ARBUTUS AVENUE,,10312,1,0,1,"1,540","1,426",2011,1,A5,0,1/19/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,528,,A5,343 ARBUTUS AVENUE,,10312,1,0,1,"3,369","1,414",2011,1,A5,"705,000",9/15/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,531,,A5,5196 HYLAN BOULEVARD,,10312,1,0,1,"1,722","1,764",2011,1,A5,"670,000",9/21/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6475,533,,A5,5192 HYLAN BOULEVARD,,10312,1,0,1,"2,216","1,414",2011,1,A5,"705,000",4/21/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6499,40,,A1,470 JANSEN STREET,,10312,1,0,1,"30,000","4,000",1985,1,A1,0,9/1/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6499,90,,A1,5125 HYLAN BOULEVARD,,10312,1,0,1,"13,041","3,118",1986,1,A1,0,4/14/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6511,1,,A1,5222 AMBOY ROAD,,10312,1,0,1,"5,000","2,346",1925,1,A1,"760,000",5/10/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6511,4,,A1,5218 AMBOY ROAD,,10312,1,0,1,"5,000","1,384",1930,1,A1,"545,000",2/16/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6511,25,,A1,18 RUGGLES STREET,,10312,1,0,1,"8,880","1,430",1945,1,A1,0,7/12/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6517,48,,A3,31 ARBUTUS WAY,,10312,1,0,1,"11,200","3,680",1985,1,A3,"1,625,000",6/3/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6523,19,,A1,125 ARBUTUS AVENUE,,10312,1,0,1,"3,450","2,270",2005,1,A1,"875,000",7/21/2021
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6523,170,,A3,20 DENISE COURT,,10312,1,0,1,"13,800","3,750",1988,1,A3,0,2/15/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5393,10,,B2,560 OAKDALE STREET,,10312,2,0,2,"15,000","4,480",1980,1,B2,"998,000",9/10/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5406,39,,B2,119 ELMBANK STREET,,10312,2,0,2,"5,000","2,392",1980,1,B2,"850,000",11/13/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,17,,B1,92 ELMBANK STREET,,10312,2,0,2,"5,000","2,240",1975,1,B1,0,2/10/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5407,29,,B2,169 BATHGATE STREET,,10312,2,0,2,"5,000","2,887",2018,1,B2,"1,120,075",11/17/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,5408,12,,B9,178 BATHGATE STREET,,10312,2,0,2,"2,450","1,650",1996,1,B9,"208,000",1/11/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6205,86,,B9,19 SEGUINE PLACE,,10312,2,0,2,"3,250","1,804",1986,1,B9,"645,000",6/14/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,16,,B2,206 SNEDEN AVENUE,,10312,2,0,2,"2,600","1,592",2006,1,B2,"688,000",8/12/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,78,,B9,173 MOSELY AVENUE,,10312,2,0,2,"3,250","2,008",1986,1,B9,0,11/9/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,18,,B2,70 JEANNETTE AVENUE,,10312,2,0,2,"4,000","1,600",2007,1,B2,"990,000",12/1/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6212,152,,B2,129 JEANNETTE AVENUE,,10312,2,0,2,"2,485","2,500",2000,1,B2,0,4/8/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,3,,B2,159 FABIAN STREET,,10312,2,0,2,"8,000","2,330",1960,1,B2,"785,000",6/7/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6214,49,,B2,78 EAGAN AVENUE,,10312,2,0,2,"5,000","3,967",2019,1,B2,"997,885",11/23/2020
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6215,63,,B2,195 BARCLAY AVENUE,,10312,2,0,2,"12,900","3,964",1989,1,B2,0,9/24/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6222,127,,B9,44 JEANNETTE AVENUE,,10312,2,0,2,"2,825","1,600",2004,1,B9,"720,000",5/25/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6232,44,,B2,620 ARDEN AVENUE,,10312,2,0,2,"6,000","2,376",1965,1,B2,0,8/19/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6233,17,,B2,224 RENSSELAER AVENUE,,10312,2,0,2,"8,000","2,520",1980,1,B2,0,2/18/2021
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6233,51,,B2,N/A RATHBUN AVENUE,,10312,2,0,2,"4,000","2,210",2019,1,B2,0,7/12/2021
